seller_id,seller_registration_dt,seller_first_sale_dt,seller_main_category,seller_region_cluster,seller_size_bucket,fulfillment_model,seller_manager_region,seller_onboarding_channel,seller_has_logo_flag
100584,2025-02-01,2025-02-23,Одежда,Москва и МО,medium,mixed,east,organic,1
100585,2023-08-20,2023-10-06,Дом,Юг,large,FBO,east,ads,1
100586,2025-12-22,2025-12-29,Красота,Центр,micro,FBO,south,ads,0
100587,2025-02-23,2025-03-19,Аксессуары,Москва и МО,micro,FBO,north,ads,1
100588,2024-06-18,2024-07-20,Одежда,Санкт-Петербург,micro,FBO,east,referral,0
100589,2026-01-09,2026-01-17,Одежда,Юг,micro,FBS,north,ads,0
100590,2024-08-02,2024-08-29,Одежда,Москва и МО,micro,FBS,north,organic,0
100591,2025-12-03,2026-02-01,Товары для животных,Центр,medium,FBS,center,organic,1
100592,2025-09-30,2025-10-16,Аксессуары,Урал,medium,FBS,center,offline_event,0
100593,2024-04-14,2024-05-22,Одежда,Дальний Восток,micro,FBS,east,organic,0
100594,2026-03-12,2026-04-23,Электроника,Центр,small,FBO,west,partner,1
100595,2023-10-19,2023-11-05,Электроника,Москва и МО,medium,FBO,north,partner,0
100596,2023-07-04,2023-07-30,Спорт,Москва и МО,micro,mixed,east,referral,1
100597,2023-09-29,2023-12-03,Обувь,Сибирь,micro,FBO,east,organic,0
100598,2024-03-02,2024-03-28,Обувь,Урал,micro,FBO,north,organic,1
100599,2024-05-15,2024-06-05,Дом,Поволжье,micro,FBS,west,ads,1
100600,2024-11-07,2024-12-18,Дом,Урал,micro,FBO,north,partner,1
100601,2026-02-05,2026-03-06,Дом,Урал,micro,FBS,center,offline_event,0
100602,2025-07-29,2025-08-08,Красота,Москва и МО,large,FBO,south,referral,1
100603,2024-03-29,2024-04-13,Обувь,Сибирь,micro,FBS,south,partner,1
100604,2024-12-10,2025-01-29,Красота,Москва и МО,small,FBO,center,partner,1
100605,2023-09-03,2023-09-15,Одежда,Поволжье,micro,FBO,center,organic,1
100606,2024-11-22,2024-12-28,Красота,Москва и МО,micro,FBS,south,organic,1
100607,2025-09-11,2025-09-19,Обувь,Поволжье,micro,FBS,south,organic,1
100608,2023-10-14,2023-11-13,Красота,Поволжье,micro,FBS,west,referral,1
100609,2024-01-09,2024-03-07,Одежда,Центр,medium,FBS,north,ads,1
100610,2023-09-15,2023-10-13,Электроника,Сибирь,medium,FBS,south,offline_event,1
100611,2024-10-22,2024-12-19,Дом,Юг,medium,FBO,south,organic,1
100612,2025-12-27,2026-01-27,Одежда,Поволжье,micro,FBO,south,organic,1
100613,2025-10-08,2025-10-22,Красота,Москва и МО,micro,mixed,center,partner,1
100614,2024-05-13,2024-07-14,Красота,Санкт-Петербург,medium,mixed,west,referral,1
100615,2025-04-16,2025-05-01,Одежда,Москва и МО,medium,FBO,center,referral,1
100616,2025-07-23,2025-08-09,Детские товары,Сибирь,medium,FBO,west,referral,1
100617,2024-01-10,2024-02-22,Одежда,Сибирь,micro,mixed,north,organic,0
100618,2024-09-20,2024-11-07,Обувь,Юг,medium,FBO,center,organic,1
100619,2023-07-27,2023-08-21,Детские товары,Центр,micro,FBO,south,organic,0
100620,2024-10-03,2024-10-12,Одежда,Юг,micro,FBO,east,organic,1
100621,2025-11-03,2025-11-27,Обувь,Санкт-Петербург,micro,FBO,north,referral,1
100622,2024-03-03,2024-03-10,Обувь,Урал,large,FBS,north,referral,1
100623,2025-06-17,2025-07-11,Детские товары,Москва и МО,small,FBS,east,organic,1
100624,2023-12-18,2024-01-12,Дом,Центр,micro,FBO,north,organic,1
100625,2024-10-16,2024-12-04,Обувь,Москва и МО,micro,FBO,west,organic,1
100626,2023-07-13,2023-07-23,Товары для животных,Центр,micro,mixed,south,ads,0
100627,2023-10-20,2023-11-16,Товары для животных,Урал,medium,FBO,center,partner,1
100628,2023-10-26,2023-11-28,Обувь,Юг,micro,FBS,north,offline_event,1
100629,2024-05-04,2024-05-11,Аксессуары,Центр,small,FBS,south,organic,0
100630,2024-12-20,2025-01-20,Дом,Центр,micro,FBS,north,organic,1
100631,2025-06-01,2025-06-28,Дом,Санкт-Петербург,micro,FBO,center,partner,0
100632,2025-10-08,2025-11-08,Одежда,Москва и МО,micro,FBO,south,referral,0
100633,2025-04-14,2025-04-30,Одежда,Урал,micro,FBS,center,organic,0
100634,2023-10-04,2023-10-12,Детские товары,Москва и МО,small,FBO,south,referral,0
100635,2024-07-15,2024-08-03,Одежда,Сибирь,micro,FBS,east,organic,1
100636,2024-02-24,2024-04-09,Товары для животных,Центр,medium,FBS,center,organic,1
100637,2025-10-26,2025-11-06,Обувь,Урал,small,FBS,east,organic,1
100638,2024-06-07,2024-07-14,Одежда,Центр,micro,FBO,east,partner,1
100639,2025-05-01,2025-05-12,Аксессуары,Сибирь,micro,FBS,west,referral,1
100640,2025-11-26,2026-01-01,Электроника,Юг,medium,FBO,center,partner,1
100641,2025-04-07,2025-04-27,Одежда,Москва и МО,small,FBS,west,organic,1
100642,2025-11-21,2025-12-05,Товары для животных,Москва и МО,medium,FBS,south,referral,1
100643,2025-07-17,2025-08-18,Одежда,Центр,micro,FBO,center,partner,1
100644,2025-10-04,2025-10-10,Электроника,Юг,small,FBS,south,offline_event,1
100645,2025-12-31,2026-02-14,Одежда,Санкт-Петербург,micro,FBS,center,partner,0
100646,2025-11-20,2026-01-14,Одежда,Поволжье,small,FBS,west,organic,1
100647,2026-02-03,2026-04-01,Товары для животных,Санкт-Петербург,small,FBO,center,referral,1
100648,2025-07-02,2025-07-12,Канцелярия,Сибирь,micro,mixed,south,ads,0
100649,2025-02-26,2025-03-05,Дом,Москва и МО,micro,mixed,north,partner,1
100650,2025-11-10,2025-12-04,Канцелярия,Юг,small,FBO,south,organic,0
100651,2024-06-17,2024-07-11,Красота,Центр,micro,FBS,north,offline_event,1
100652,2024-02-25,2024-03-13,Одежда,Поволжье,small,FBS,north,referral,1
100653,2024-06-11,2024-07-13,Детские товары,Юг,micro,FBS,north,organic,1
100654,2023-10-23,2023-11-19,Одежда,Юг,micro,FBO,north,referral,1
100655,2023-11-05,2023-12-22,Детские товары,Центр,medium,FBO,west,organic,1
100656,2024-04-14,2024-05-16,Детские товары,Поволжье,small,FBO,west,partner,0
100657,2025-05-13,2025-06-08,Одежда,Центр,large,FBO,east,referral,0
100658,2025-12-31,2026-01-30,Товары для животных,Урал,medium,FBS,north,offline_event,1
100659,2023-10-29,2024-02-20,Одежда,Поволжье,micro,FBO,east,partner,1
100660,2023-08-06,2023-09-05,Обувь,Центр,small,mixed,east,organic,0
100661,2024-06-21,2024-06-26,Детские товары,Поволжье,medium,mixed,east,offline_event,1
100662,2025-08-09,2025-10-02,Дом,Москва и МО,small,FBS,north,partner,1
100663,2025-07-09,2025-07-23,Дом,Поволжье,small,FBS,north,organic,1
100664,2024-07-03,2024-07-16,Электроника,Поволжье,micro,FBO,north,ads,1
100665,2024-10-29,2024-11-14,Электроника,Центр,micro,mixed,center,ads,1
100666,2024-01-25,2024-03-26,Одежда,Сибирь,micro,FBS,south,referral,0
100667,2024-01-15,2024-02-14,Детские товары,Поволжье,small,FBS,west,partner,1
100668,2024-04-28,2024-05-31,Одежда,Урал,large,FBO,south,organic,1
100669,2023-12-21,2024-01-14,Одежда,Москва и МО,medium,FBO,east,organic,1
100670,2024-09-12,2024-10-28,Обувь,Юг,small,FBO,south,organic,1
100671,2024-04-12,2024-04-17,Одежда,Поволжье,small,FBS,center,organic,1
100672,2023-10-12,2023-11-10,Дом,Юг,small,FBS,north,organic,1
100673,2023-09-19,2023-10-03,Обувь,Санкт-Петербург,micro,FBS,center,organic,1
100674,2025-06-02,2025-07-18,Аксессуары,Москва и МО,medium,FBO,south,offline_event,0
100675,2024-10-28,2024-11-24,Красота,Поволжье,small,FBS,center,organic,1
100676,2024-01-26,2024-03-14,Одежда,Центр,micro,FBS,north,ads,0
100677,2024-09-05,2024-09-23,Одежда,Урал,small,FBS,center,organic,1
100678,2024-11-14,2024-11-30,Канцелярия,Санкт-Петербург,small,FBS,south,referral,0
100679,2024-07-26,2024-08-19,Электроника,Урал,micro,FBS,center,partner,0
100680,2026-01-11,2026-01-20,Электроника,Санкт-Петербург,micro,FBO,east,partner,1
100681,2023-10-01,2023-12-07,Одежда,Центр,small,FBO,north,partner,1
100682,2024-06-19,2024-07-12,Электроника,Москва и МО,micro,FBS,east,organic,0
100683,2026-03-11,2026-03-14,Спорт,Центр,micro,FBO,north,organic,0
100684,2023-11-27,2023-12-31,Одежда,Поволжье,small,FBO,west,partner,0
100685,2025-08-12,2025-09-25,Красота,Урал,micro,mixed,south,organic,1
100686,2024-12-06,2025-01-11,Электроника,Поволжье,small,FBS,center,organic,1
100687,2025-05-04,2025-05-31,Красота,Москва и МО,small,FBS,center,referral,1
100688,2025-01-23,2025-02-19,Товары для животных,Юг,medium,mixed,center,referral,1
100689,2023-07-11,2023-07-14,Дом,Москва и МО,micro,FBO,south,partner,0
100690,2024-06-07,2024-06-26,Красота,Сибирь,small,FBO,west,organic,0
100691,2023-08-06,2023-10-02,Красота,Москва и МО,micro,FBO,center,offline_event,0
100692,2024-02-09,2024-03-20,Одежда,Поволжье,micro,mixed,center,organic,1
100693,2024-02-27,2024-03-16,Одежда,Санкт-Петербург,micro,FBO,center,organic,0
100694,2024-10-21,2024-11-11,Дом,Центр,medium,FBO,center,ads,1
100695,2025-02-28,2025-03-20,Электроника,Юг,micro,FBS,north,ads,1
100696,2024-09-14,2024-10-28,Детские товары,Урал,medium,FBS,west,organic,1
100697,2025-05-29,2025-06-07,Канцелярия,Урал,large,FBS,center,referral,1
100698,2023-12-17,2023-12-30,Спорт,Урал,micro,mixed,center,ads,1
100699,2025-02-20,2025-04-08,Дом,Юг,small,FBO,center,referral,0
100700,2025-02-07,2025-02-18,Дом,Поволжье,medium,mixed,south,ads,1
100701,2025-03-26,2025-04-05,Красота,Москва и МО,micro,mixed,west,organic,1
100702,2025-09-18,2025-11-13,Красота,Москва и МО,micro,FBO,center,organic,0
100703,2025-10-11,2025-10-24,Красота,Сибирь,small,FBO,south,ads,1
100704,2023-09-05,2023-11-04,Дом,Москва и МО,micro,FBS,north,organic,1
100705,2025-07-10,2025-08-05,Электроника,Дальний Восток,small,FBO,north,organic,1
100706,2023-12-31,2024-01-26,Обувь,Сибирь,micro,FBO,north,partner,1
100707,2024-11-01,2024-11-29,Дом,Дальний Восток,large,FBO,center,ads,0
100708,2024-09-13,2024-09-27,Красота,Санкт-Петербург,small,mixed,south,organic,0
100709,2023-09-03,2023-09-30,Детские товары,Москва и МО,micro,FBS,south,offline_event,1
100710,2023-11-26,2024-02-15,Аксессуары,Центр,micro,FBS,north,organic,1
100711,2025-07-01,2025-07-26,Спорт,Москва и МО,micro,FBO,north,organic,1
100712,2024-10-05,2024-11-10,Обувь,Москва и МО,small,FBS,west,referral,0
100713,2024-11-20,2024-12-04,Аксессуары,Урал,micro,FBS,east,ads,1
100714,2024-10-16,2024-10-28,Детские товары,Москва и МО,micro,FBS,center,organic,1
100715,2025-04-11,2025-05-22,Одежда,Урал,small,FBS,center,ads,1
100716,2024-09-19,2024-11-05,Красота,Урал,micro,mixed,east,offline_event,1
100717,2025-06-21,2025-07-28,Электроника,Юг,micro,mixed,north,organic,1
100718,2025-09-25,2025-10-20,Электроника,Санкт-Петербург,medium,FBO,east,organic,1
100719,2025-04-27,2025-05-21,Дом,Москва и МО,micro,mixed,east,referral,1
100720,2025-08-14,2025-09-02,Дом,Поволжье,medium,FBS,center,referral,1
100721,2024-10-01,2024-11-29,Одежда,Центр,small,FBO,south,referral,0
100722,2023-09-06,2023-10-02,Дом,Юг,small,FBS,center,organic,1
100723,2024-04-15,2024-04-19,Красота,Центр,micro,FBO,south,offline_event,1
100724,2025-02-22,2025-03-15,Аксессуары,Центр,micro,FBS,east,partner,1
100725,2024-04-12,2024-05-31,Обувь,Сибирь,micro,FBO,center,organic,1
100726,2025-06-04,2025-07-16,Канцелярия,Москва и МО,medium,mixed,north,partner,0
100727,2025-07-11,2025-08-04,Красота,Юг,micro,FBO,center,organic,1
100728,2023-11-25,2024-01-09,Электроника,Юг,micro,FBS,center,ads,1
100729,2024-06-23,2024-08-06,Одежда,Москва и МО,micro,FBS,north,ads,1
100730,2024-09-13,2024-11-19,Товары для животных,Сибирь,large,FBS,south,referral,1
100731,2026-03-05,,Обувь,Санкт-Петербург,medium,FBO,east,offline_event,1
100732,2025-10-16,2025-10-22,Обувь,Москва и МО,micro,FBO,west,organic,1
100733,2026-01-16,2026-02-01,Детские товары,Поволжье,small,FBS,center,ads,1
100734,2025-01-08,2025-01-16,Электроника,Поволжье,micro,mixed,north,referral,1
100735,2025-11-11,2025-11-22,Детские товары,Москва и МО,micro,FBO,east,partner,0
100736,2024-08-23,2024-09-21,Красота,Москва и МО,micro,FBO,center,organic,1
100737,2025-10-25,2025-11-21,Электроника,Дальний Восток,small,FBS,south,ads,1
100738,2024-04-24,2024-05-20,Одежда,Центр,small,FBO,east,offline_event,0
100739,2024-06-09,2024-06-26,Канцелярия,Урал,small,FBS,north,ads,1
100740,2023-08-09,2023-08-31,Детские товары,Сибирь,micro,FBS,center,offline_event,0
100741,2024-10-19,2024-11-02,Спорт,Москва и МО,micro,FBO,center,organic,1
100742,2024-07-18,2024-08-15,Обувь,Центр,large,FBO,north,partner,0
100743,2024-01-16,2024-02-19,Аксессуары,Москва и МО,micro,FBO,center,ads,0
100744,2023-12-31,2024-01-18,Одежда,Санкт-Петербург,micro,mixed,center,partner,1
100745,2025-04-22,2025-06-01,Красота,Дальний Восток,small,FBO,east,referral,1
100746,2024-09-21,2024-12-07,Электроника,Центр,micro,FBO,south,referral,1
100747,2024-12-03,2025-01-01,Электроника,Дальний Восток,small,FBS,center,organic,0
100748,2025-11-09,2025-11-25,Красота,Урал,medium,FBS,east,offline_event,1
100749,2024-08-30,2024-09-22,Одежда,Юг,micro,FBS,south,organic,1
100750,2025-08-26,2025-09-17,Детские товары,Урал,micro,FBO,center,organic,0
100751,2023-08-18,2023-08-31,Одежда,Москва и МО,small,FBO,center,ads,0
100752,2025-12-04,2026-01-01,Красота,Поволжье,small,FBS,west,organic,1
100753,2024-07-23,2024-09-16,Красота,Центр,medium,FBO,south,ads,1
100754,2024-05-05,2024-06-04,Аксессуары,Урал,small,FBS,east,referral,1
100755,2026-03-04,2026-04-18,Товары для животных,Санкт-Петербург,large,FBS,south,ads,1
100756,2025-07-06,2025-08-28,Одежда,Центр,micro,FBO,west,offline_event,1
100757,2025-08-05,2025-09-14,Обувь,Юг,small,FBS,center,ads,0
100758,2024-09-20,2024-09-26,Одежда,Центр,small,FBO,south,ads,1
100759,2025-07-03,2025-07-07,Обувь,Москва и МО,micro,mixed,center,ads,0
100760,2025-11-17,2025-11-22,Канцелярия,Дальний Восток,small,mixed,west,partner,0
100761,2025-01-14,2025-01-31,Красота,Санкт-Петербург,micro,mixed,north,partner,1
100762,2025-05-03,2025-05-10,Спорт,Москва и МО,small,FBO,south,organic,0
100763,2025-04-14,2025-04-30,Товары для животных,Поволжье,small,FBO,center,organic,0
100764,2025-08-24,2025-09-18,Спорт,Санкт-Петербург,micro,FBO,east,ads,1
100765,2025-04-27,2025-05-14,Обувь,Центр,micro,FBO,center,partner,1
100766,2023-10-15,2023-10-29,Электроника,Москва и МО,micro,FBO,east,partner,1
100767,2024-06-08,2024-07-16,Канцелярия,Урал,large,FBS,south,referral,1
100768,2023-09-21,2023-10-20,Аксессуары,Санкт-Петербург,micro,FBS,west,partner,1
100769,2025-05-15,2025-05-27,Дом,Москва и МО,small,FBO,center,organic,1
100770,2025-01-23,2025-03-02,Товары для животных,Центр,micro,FBO,north,organic,1
100771,2024-10-25,2025-02-20,Детские товары,Юг,small,FBS,center,offline_event,1
100772,2023-10-28,2023-11-18,Электроника,Сибирь,micro,FBO,center,referral,1
100773,2026-02-01,2026-02-12,Красота,Москва и МО,small,FBO,center,partner,0
100774,2025-01-30,2025-03-02,Красота,Центр,small,FBO,west,ads,0
100775,2024-03-04,2024-05-07,Аксессуары,Юг,micro,FBS,north,ads,1
100776,2025-05-14,2025-05-30,Электроника,Урал,micro,FBO,center,organic,1
100777,2024-11-13,2024-12-06,Дом,Санкт-Петербург,small,FBS,south,organic,0
100778,2024-04-05,2024-04-28,Одежда,Юг,micro,FBS,west,ads,1
100779,2024-01-27,2024-02-12,Аксессуары,Урал,medium,mixed,west,offline_event,1
100780,2024-01-14,2024-02-08,Одежда,Урал,micro,FBS,east,organic,1
100781,2025-05-26,2025-06-09,Электроника,Сибирь,micro,FBO,east,offline_event,0
100782,2025-02-12,2025-03-16,Красота,Санкт-Петербург,small,FBO,center,partner,1
100783,2024-03-30,2024-04-05,Одежда,Москва и МО,micro,FBO,south,organic,1
100784,2023-09-22,2023-10-22,Товары для животных,Центр,large,FBO,west,ads,0
100785,2023-12-29,2024-01-15,Обувь,Урал,micro,FBO,center,organic,1
100786,2023-09-01,2023-09-29,Красота,Санкт-Петербург,micro,FBO,south,partner,0
100787,2023-07-05,2023-07-28,Красота,Сибирь,micro,FBS,west,organic,1
100788,2025-02-27,2025-03-21,Аксессуары,Сибирь,small,mixed,south,referral,1
100789,2025-08-27,2025-09-08,Одежда,Москва и МО,micro,mixed,west,organic,1
100790,2026-01-27,2026-02-23,Товары для животных,Урал,micro,FBS,west,referral,1
100791,2026-01-12,2026-01-31,Красота,Поволжье,micro,FBO,center,organic,1
100792,2024-02-15,2024-04-07,Красота,Москва и МО,large,FBS,south,referral,0
100793,2023-11-11,2024-01-26,Электроника,Москва и МО,small,FBS,center,organic,0
100794,2025-09-06,2025-09-28,Одежда,Сибирь,medium,FBO,south,organic,1
100795,2023-09-21,2023-09-28,Одежда,Урал,micro,FBO,center,ads,0
100796,2026-02-09,2026-03-03,Детские товары,Поволжье,small,FBO,center,partner,1
100797,2024-06-25,2024-08-06,Дом,Урал,micro,mixed,north,organic,1
100798,2025-09-07,2025-09-21,Одежда,Москва и МО,small,FBO,center,organic,0
100799,2024-01-23,2024-03-10,Спорт,Санкт-Петербург,medium,mixed,center,partner,0
100800,2026-01-12,2026-01-25,Аксессуары,Москва и МО,small,FBO,east,referral,1
100801,2025-02-03,2025-02-28,Одежда,Поволжье,large,FBS,east,organic,1
100802,2026-01-06,2026-02-01,Красота,Москва и МО,small,FBS,south,referral,1
100803,2025-11-02,2025-12-03,Красота,Дальний Восток,medium,FBS,center,offline_event,1
100804,2025-06-17,2025-07-12,Дом,Дальний Восток,micro,FBS,west,referral,1
100805,2024-05-06,2024-06-10,Одежда,Санкт-Петербург,medium,FBO,north,offline_event,1
100806,2024-05-01,2024-06-21,Детские товары,Москва и МО,micro,FBO,west,partner,1
100807,2026-01-09,2026-01-16,Красота,Москва и МО,small,FBS,south,organic,1
100808,2023-11-12,2023-11-19,Канцелярия,Москва и МО,micro,FBS,east,referral,1
100809,2025-10-02,2025-11-11,Дом,Москва и МО,micro,FBO,west,referral,1
100810,2024-07-09,2024-07-12,Одежда,Юг,medium,FBO,center,organic,1
100811,2025-02-21,2025-04-23,Красота,Юг,small,FBS,center,ads,1
100812,2025-07-05,2025-07-30,Электроника,Москва и МО,small,FBO,north,organic,1
100813,2023-10-08,2023-12-07,Красота,Юг,small,FBO,south,partner,0
100814,2025-02-11,2025-03-05,Дом,Урал,micro,mixed,east,partner,0
100815,2023-09-26,2023-10-15,Канцелярия,Юг,micro,FBS,south,ads,1
100816,2023-09-20,2023-11-07,Спорт,Юг,medium,FBO,west,organic,1
100817,2025-11-24,2025-12-23,Детские товары,Москва и МО,small,FBS,west,partner,1
100818,2023-07-07,2023-07-17,Электроника,Юг,medium,FBO,center,organic,1
100819,2024-02-06,2024-04-18,Обувь,Санкт-Петербург,large,mixed,west,organic,1
100820,2023-11-09,2023-12-06,Электроника,Поволжье,medium,FBS,center,organic,1
100821,2025-07-01,2025-07-19,Детские товары,Поволжье,micro,mixed,west,organic,1
100822,2025-06-15,2025-07-09,Обувь,Москва и МО,small,FBS,center,offline_event,1
100823,2023-12-09,2024-01-01,Канцелярия,Урал,small,FBS,east,ads,1
100824,2024-01-04,2024-02-05,Одежда,Юг,micro,FBO,east,referral,1
100825,2023-10-20,2023-10-28,Товары для животных,Москва и МО,small,FBO,center,organic,1
100826,2023-08-21,2023-09-12,Одежда,Урал,small,FBO,center,organic,0
100827,2025-05-10,2025-06-08,Дом,Москва и МО,small,mixed,south,partner,1
100828,2025-10-20,2025-11-11,Обувь,Москва и МО,small,FBO,south,referral,1
100829,2023-08-09,2023-08-25,Дом,Поволжье,micro,FBO,south,offline_event,0
100830,2025-09-28,2025-10-11,Одежда,Поволжье,small,mixed,west,organic,0
100831,2025-08-11,2025-10-28,Дом,Юг,micro,FBS,west,organic,1
100832,2026-01-29,2026-03-01,Детские товары,Москва и МО,micro,FBO,north,ads,1
100833,2024-07-15,2024-09-27,Одежда,Москва и МО,small,FBO,south,referral,1
100834,2023-12-15,2023-12-19,Аксессуары,Сибирь,small,mixed,center,ads,0
100835,2026-01-15,2026-02-24,Товары для животных,Урал,micro,FBO,west,ads,0
100836,2023-11-27,2023-12-11,Обувь,Юг,micro,FBS,center,organic,1
100837,2024-11-26,2025-01-10,Одежда,Поволжье,small,FBS,center,ads,1
100838,2024-05-06,2024-06-04,Канцелярия,Санкт-Петербург,medium,FBS,east,partner,0
100839,2023-09-05,2023-09-29,Дом,Санкт-Петербург,micro,FBO,east,referral,1
100840,2025-09-20,2025-11-06,Одежда,Санкт-Петербург,medium,mixed,east,ads,1
100841,2024-07-02,2024-08-12,Красота,Поволжье,medium,FBS,center,partner,0
100842,2025-11-03,2025-12-15,Обувь,Москва и МО,small,FBS,center,partner,1
100843,2023-11-01,2023-11-28,Товары для животных,Центр,micro,mixed,east,referral,1
100844,2025-08-27,2025-10-03,Спорт,Центр,micro,FBS,west,offline_event,1
100845,2025-11-10,2025-12-23,Канцелярия,Урал,micro,FBO,east,partner,1
100846,2025-01-06,2025-01-18,Обувь,Центр,medium,FBS,center,ads,1
100847,2025-12-27,2026-01-09,Одежда,Юг,small,FBO,south,organic,1
100848,2025-01-28,2025-02-27,Одежда,Дальний Восток,small,FBO,south,partner,1
100849,2024-12-03,2025-01-02,Дом,Центр,small,mixed,center,partner,1
100850,2025-07-06,2025-07-29,Красота,Дальний Восток,medium,FBO,center,offline_event,1
100851,2023-07-27,2023-09-12,Аксессуары,Москва и МО,large,mixed,east,organic,0
100852,2024-11-16,2024-12-11,Спорт,Юг,small,FBO,east,organic,1
100853,2025-03-31,2025-04-16,Дом,Поволжье,medium,FBO,east,organic,0
100854,2025-07-27,2025-09-02,Обувь,Юг,micro,FBO,east,organic,1
100855,2024-01-24,2024-02-26,Детские товары,Поволжье,small,mixed,east,ads,1
100856,2025-05-07,2025-05-29,Аксессуары,Юг,small,FBO,east,offline_event,0
100857,2024-11-19,2024-12-31,Обувь,Москва и МО,medium,FBS,center,organic,1
100858,2025-08-09,2025-08-30,Одежда,Центр,small,FBO,south,organic,1
100859,2025-10-17,2025-12-28,Аксессуары,Санкт-Петербург,micro,FBO,north,organic,0
100860,2023-11-07,2023-11-22,Электроника,Москва и МО,small,FBO,west,partner,1
100861,2024-05-05,2024-05-31,Детские товары,Урал,micro,FBO,west,organic,1
100862,2024-03-24,2024-04-02,Красота,Центр,micro,FBS,center,offline_event,0
100863,2026-02-25,2026-03-02,Обувь,Москва и МО,micro,FBO,north,referral,1
100864,2023-10-18,2023-10-29,Одежда,Москва и МО,micro,FBO,south,ads,0
100865,2025-05-22,2025-07-12,Одежда,Поволжье,medium,FBS,south,organic,1
100866,2024-07-06,2024-10-07,Одежда,Поволжье,medium,FBO,north,referral,0
100867,2025-11-20,2025-11-28,Красота,Юг,small,FBS,north,organic,1
100868,2024-11-27,2024-12-13,Одежда,Москва и МО,small,FBS,east,organic,0
100869,2025-07-05,2025-09-15,Дом,Москва и МО,micro,FBS,center,referral,0
100870,2025-08-28,2025-09-22,Дом,Дальний Восток,small,FBO,center,organic,1
100871,2025-05-24,2025-06-28,Электроника,Санкт-Петербург,small,FBS,east,organic,1
100872,2023-07-30,2023-08-19,Красота,Урал,small,mixed,south,organic,1
100873,2024-08-03,2024-10-05,Дом,Центр,small,FBS,east,partner,1
100874,2023-11-14,2023-11-24,Обувь,Поволжье,large,FBO,north,ads,1
100875,2025-07-17,2025-08-22,Обувь,Москва и МО,medium,FBS,north,organic,1
100876,2024-08-20,2024-09-25,Товары для животных,Сибирь,micro,mixed,north,partner,1
100877,2024-09-14,2024-09-26,Обувь,Сибирь,large,mixed,west,organic,1
100878,2025-02-17,2025-03-14,Обувь,Москва и МО,micro,FBS,center,referral,1
100879,2024-06-12,2024-07-19,Обувь,Центр,small,mixed,center,offline_event,0
100880,2023-12-21,2023-12-27,Детские товары,Поволжье,micro,mixed,south,partner,1
100881,2024-02-05,2024-03-25,Одежда,Юг,medium,mixed,south,partner,0
100882,2025-08-07,2025-09-18,Одежда,Центр,small,FBS,north,organic,1
100883,2025-03-18,2025-04-02,Товары для животных,Сибирь,small,FBS,north,referral,1
100884,2025-07-29,2025-08-20,Одежда,Сибирь,micro,FBO,south,ads,1
100885,2023-07-24,2023-08-01,Детские товары,Санкт-Петербург,medium,mixed,north,organic,1
100886,2024-08-14,2024-08-18,Аксессуары,Центр,medium,FBO,north,referral,1
100887,2024-07-04,2024-09-05,Одежда,Центр,medium,FBS,center,partner,1
100888,2024-03-08,2024-03-24,Одежда,Поволжье,micro,FBO,east,organic,1
100889,2025-11-26,2026-02-04,Одежда,Москва и МО,small,FBO,north,organic,1
100890,2023-10-14,2023-11-26,Одежда,Центр,micro,FBS,south,referral,1
100891,2024-02-18,2024-03-15,Аксессуары,Дальний Восток,large,mixed,west,ads,1
100892,2025-08-04,2025-09-07,Красота,Урал,small,mixed,center,referral,1
100893,2024-07-02,2024-08-20,Дом,Юг,micro,mixed,west,organic,1
100894,2024-08-04,2024-08-29,Красота,Урал,medium,mixed,west,referral,1
100895,2023-08-21,2023-09-21,Дом,Поволжье,micro,mixed,west,organic,1
100896,2025-06-19,2025-07-10,Дом,Центр,micro,mixed,north,organic,0
100897,2024-10-29,2024-11-12,Электроника,Москва и МО,medium,FBO,north,organic,1
100898,2024-12-28,2025-01-20,Красота,Поволжье,small,FBS,center,partner,0
100899,2026-03-05,2026-04-08,Электроника,Дальний Восток,small,mixed,center,partner,1
100900,2025-12-13,2026-01-26,Товары для животных,Поволжье,micro,mixed,center,organic,1
100901,2025-01-15,2025-01-24,Аксессуары,Поволжье,micro,mixed,south,organic,1
100902,2026-03-01,2026-04-14,Детские товары,Москва и МО,small,FBO,center,organic,1
100903,2023-09-06,2023-10-04,Дом,Москва и МО,micro,mixed,north,partner,1
100904,2025-01-08,2025-01-20,Дом,Санкт-Петербург,small,FBO,south,ads,0
100905,2025-11-04,2025-11-23,Дом,Сибирь,small,FBO,west,ads,1
100906,2023-09-26,2023-11-03,Красота,Санкт-Петербург,micro,FBS,north,organic,0
100907,2025-04-10,2025-04-21,Красота,Юг,small,FBO,south,ads,1
100908,2026-02-20,,Детские товары,Москва и МО,micro,FBS,south,ads,1
100909,2025-02-21,2025-03-19,Электроника,Урал,small,FBS,west,organic,1
100910,2026-03-04,2026-04-11,Товары для животных,Центр,micro,mixed,center,ads,0
100911,2025-08-31,2025-09-06,Одежда,Центр,micro,FBO,north,referral,0
100912,2024-07-25,2024-09-05,Детские товары,Юг,micro,mixed,west,organic,1
100913,2023-08-15,2023-08-16,Дом,Москва и МО,micro,FBO,south,organic,1
100914,2025-08-23,2025-09-29,Электроника,Юг,small,FBS,east,partner,1
100915,2025-05-28,2025-06-08,Одежда,Москва и МО,micro,FBO,west,partner,0
